pts,elo_i,opp_pts,elo_n
94,1645.1102,77,1650.9779
102,1535.7338,128,1512.2695
128,1385.8715,102,1409.3357
98,1292.7867,100,1286.6667
100,1323.6156,98,1329.7356
86,1493.09,95,1480.9088
95,1527.7141,86,1539.8953
107,1544.3403,115,1539.6012
115,1597.4105,107,1602.1497
100,1500.9476,119,1491.9249
119,1535.0876,100,1544.1104
99,1297.3031,112,1294.5591
112,1512.3666,99,1515.1106
109,1539.6012,113,1535.3912
113,1539.8953,109,1544.1052
104,1498.1287,89,1516.4902
89,1491.3608,104,1472.9993
118,1451.4008,112,1457.5309
112,1491.9249,118,1485.7948
97,1294.5591,106,1291.5177
106,1648.7283,97,1651.7697
78,1329.7356,84,1321.9041
84,1426.2729,78,1434.1045
110,1339.0668,109,1345.4768
109,1586.0238,110,1579.6138
118,1502.6509,111,1508.573
111,1515.1106,118,1509.1885
131,1512.2695,130,1518.9733
130,1576.5778,131,1569.874
100,1349.3308,103,1347.0708
103,1454.1292,100,1456.3892
117,1574.899,115,1577.0226
115,1286.6667,117,1284.5432
123,1532.6555,102,1544.5337
102,1544.1104,123,1532.2322
113,1577.0226,125,1560.9547
125,1579.6138,113,1595.6816
89,1508.573,88,1514.7904
88,1544.1052,89,1537.8878
100,1272.3335,114,1265.9353
114,1535.3912,100,1541.7894
92,1409.3357,101,1403.5337
101,1434.1045,92,1439.9065
150,1457.5309,124,1474.5446
124,1518.9733,150,1501.9596
92,1347.0708,103,1343.3367
103,1485.7948,92,1489.5289
100,1472.9993,112,1465.5116
112,1480.9088,100,1488.3965
90,1321.9041,96,1319.1456
96,1650.9779,90,1653.7363
125,1345.4768,137,1336.6858
137,1516.4902,125,1525.2813
115,1569.874,119,1558.0731
119,1456.3892,115,1468.1901
122,1602.1497,112,1612.7974
112,1509.1885,122,1498.5408
95,1343.3367,102,1339.7909
102,1439.9065,95,1443.4523
100,1336.6858,106,1335.7219
106,1653.7363,100,1654.7002
135,1525.2813,104,1537.674
104,1284.5432,135,1272.1505
94,1488.3965,90,1492.6704
90,1291.5177,94,1287.2438
94,1612.7974,85,1614.1887
85,1319.1456,94,1317.7543
131,1514.7904,104,1533.6488
104,1595.6816,131,1576.8232
100,1403.5337,104,1401.5615
104,1558.0731,100,1560.0453
98,1541.7894,115,1528.5328
115,1468.1901,98,1481.4467
98,1501.9596,95,1510.7233
95,1544.5337,98,1535.77
115,1560.9547,104,1565.6222
104,1465.5116,115,1460.8441
107,1481.4467,82,1493.3678
82,1265.9353,107,1254.0142
99,1287.2438,112,1285.4504
112,1576.8232,99,1578.6166
111,1533.6488,114,1529.9884
114,1537.674,111,1541.3344
90,1335.7219,98,1333.1862
98,1510.7233,90,1513.259
112,1537.8878,111,1541.4064
111,1401.5615,112,1398.043
102,1339.7909,104,1339.1704
104,1651.7697,102,1652.3901
94,1272.1505,100,1269.5736
100,1614.1887,94,1616.7656
103,1492.6704,96,1498.2003
96,1489.5289,103,1483.999
101,1317.7543,94,1328.8027
94,1498.5408,101,1487.4923
121,1560.0453,105,1568.3085
105,1532.2322,121,1523.969
118,1474.5446,133,1467.548
133,1528.5328,118,1535.5294
99,1654.7002,82,1664.7312
82,1460.8441,99,1450.8131
114,1443.4523,101,1456.7212
101,1565.6222,114,1552.3533
108,1285.4504,91,1305.7446
91,1483.999,108,1463.7048
106,1513.259,101,1518.3749
101,1333.1862,106,1328.0703
115,1541.4064,112,1545.0961
112,1339.1704,115,1335.4807
106,1529.9884,110,1525.8799
110,1535.77,106,1539.8785
97,1487.4923,107,1473.3016
107,1493.3678,97,1507.5585
92,1450.8131,94,1444.1531
94,1254.0142,92,1260.6742
132,1541.3344,107,1544.4454
107,1269.5736,132,1266.4625
139,1398.043,119,1412.6333
119,1467.548,139,1452.9576
106,1616.7656,104,1618.8921
104,1328.8027,106,1326.6763
109,1523.969,113,1519.9656
113,1535.5294,109,1539.5328
101,1578.6166,97,1581.6425
97,1507.5585,101,1504.5326
144,1519.9656,140,1527.1683
140,1456.7212,144,1449.5184
85,1664.7312,99,1637.8356
99,1498.2003,85,1525.0959
97,1463.7048,103,1459.6995
103,1518.3749,97,1522.3802
111,1452.9576,130,1449.0961
130,1652.3901,111,1656.2517
118,1568.3085,101,1575.6124
101,1305.7446,118,1298.4407
105,1335.4807,95,1349.5139
95,1525.8799,105,1511.8467
89,1539.8785,96,1528.3521
96,1545.0961,89,1556.6226
92,1459.6995,111,1437.7666
111,1260.6742,92,1282.6072
102,1575.6124,110,1565.4576
110,1444.1531,102,1454.3079
109,1544.4454,116,1536.189
116,1449.5184,109,1457.7749
106,1326.6763,117,1325.2555
117,1637.8356,106,1639.2563
105,1522.3802,98,1528.7625
98,1552.3533,105,1545.9711
100,1511.8467,95,1518.9044
95,1412.6333,100,1405.5756
99,1298.4407,109,1296.2629
109,1525.0959,99,1527.2737
107,1328.0703,113,1326.9467
113,1618.8921,107,1620.0157
117,1539.5328,98,1542.0787
98,1266.4625,117,1263.9166
117,1581.6425,112,1588.4653
112,1473.3016,117,1466.4788
113,1545.9711,107,1550.7102
107,1527.2737,113,1522.5345
106,1528.7625,110,1523.0964
110,1457.7749,106,1463.4409
120,1542.0787,133,1530.1404
133,1449.0961,120,1461.0344
87,1405.5756,79,1414.3462
79,1296.2629,87,1287.4923
99,1620.0157,113,1599.2096
113,1565.4576,99,1586.2638
115,1639.2563,113,1641.1361
113,1326.9467,115,1325.0669
119,1527.1683,95,1530.3419
95,1263.9166,119,1260.743
96,1325.2555,110,1320.9509
110,1466.4788,96,1470.7833
120,1556.6226,101,1563.6534
101,1470.7833,120,1463.7524
93,1588.4653,87,1595.2548
87,1454.3079,93,1447.5184
80,1414.3462,84,1413.02
84,1641.1361,80,1642.4623
117,1437.7666,103,1449.9426
103,1523.0964,117,1510.9204
98,1536.189,114,1530.9337
114,1656.2517,98,1661.507
110,1522.5345,96,1531.0475
96,1320.9509,110,1312.438
103,1504.5326,94,1511.4415
94,1518.9044,103,1511.9955
119,1530.1404,108,1545.3816
108,1528.3521,119,1513.1108
119,1461.0344,117,1462.2091
117,1260.743,119,1259.5684
98,1282.6072,100,1279.4557
100,1287.4923,98,1290.6438
100,1599.2096,95,1602.9637
95,1550.7102,100,1546.9561
119,1586.2638,102,1591.6614
102,1463.4409,119,1458.0433
112,1530.9337,98,1540.2299
98,1349.5139,112,1340.2178
114,1413.02,105,1432.7163
105,1563.6534,114,1543.9572
116,1325.0669,127,1323.2638
127,1595.2548,116,1597.0579
107,1463.7524,119,1455.4265
119,1447.5184,107,1455.8444
79,1458.0433,104,1435.5154
104,1511.9955,79,1534.5234
122,1642.4623,99,1648.825
99,1510.9204,122,1504.5577
118,1530.3419,89,1545.5278
89,1545.3816,118,1530.1957
110,1259.5684,140,1255.629
140,1513.1108,110,1517.0502
105,1546.9561,96,1548.91
96,1312.438,105,1310.484
117,1279.4557,111,1291.0153
111,1504.5577,117,1492.9982
123,1530.1957,120,1538.205
120,1540.2299,123,1532.2206
106,1602.9637,117,1597.0156
117,1648.825,106,1654.7732
131,1661.507,133,1654.7976
133,1462.2091,131,1468.9185
119,1534.5234,124,1527.8801
124,1449.9426,119,1456.5859
118,1531.0475,111,1538.4388
111,1597.0579,118,1589.6665
123,1455.8444,112,1465.5726
112,1323.2638,123,1313.5355
121,1340.2178,124,1336.5782
124,1545.5278,121,1549.1674
109,1511.4415,96,1514.0989
96,1290.6438,109,1287.9865
120,1517.0502,110,1526.4791
110,1591.6614,120,1582.2324
102,1543.9572,88,1557.3663
88,1455.4265,102,1442.0173
93,1255.629,132,1253.6021
132,1654.7976,93,1656.8246
93,1548.91,98,1538.0001
98,1310.484,93,1321.3939
109,1432.7163,110,1431.5201
110,1597.0156,109,1598.2118
110,1435.5154,96,1447.9528
96,1526.4791,110,1514.0417
122,1532.2206,139,1519.4883
139,1468.9185,122,1481.6508
126,1538.4388,113,1540.7249
113,1291.0153,126,1288.7292
102,1514.0989,111,1500.5323
111,1313.5355,102,1327.1021
116,1492.9982,120,1489.4009
120,1527.8801,116,1531.4774
108,1549.1674,96,1551.8096
96,1336.5782,108,1333.936
98,1288.7292,108,1279.9248
108,1431.5201,98,1440.3246
100,1654.7732,90,1659.8845
90,1589.6665,100,1584.5552
97,1456.5859,90,1463.7305
90,1514.0417,97,1506.8972
107,1500.5323,102,1504.3146
102,1253.6021,107,1249.8198
78,1557.3663,87,1542.3757
87,1321.3939,78,1336.3845
127,1442.0173,131,1440.0625
131,1598.2118,127,1600.1666
121,1582.2324,118,1587.3116
118,1656.8246,121,1651.7454
84,1333.936,70,1340.8809
70,1287.9865,84,1281.0416
115,1440.3246,109,1454.2366
109,1538.0001,115,1524.0881
104,1542.3757,97,1551.3376
97,1659.8845,104,1650.9226
100,1465.5726,116,1450.2048
116,1540.7249,100,1556.0927
119,1447.9528,123,1444.3356
123,1481.6508,119,1485.2679
120,1489.4009,113,1497.6643
113,1584.5552,120,1576.2917
121,1651.7454,106,1653.3502
106,1327.1021,121,1325.4972
113,1531.4774,111,1535.7676
111,1600.1666,113,1595.8765
130,1538.205,99,1551.928
99,1519.4883,130,1505.7653
141,1505.7653,105,1512.5479
105,1325.4972,141,1318.7146
100,1440.0625,89,1447.7234
89,1249.8198,100,1242.1589
82,1551.8096,80,1554.1246
80,1281.0416,82,1278.7266
101,1279.9248,109,1275.2621
109,1336.3845,101,1341.0472
90,1463.7305,87,1468.8602
87,1340.8809,90,1335.7511
98,1506.8972,87,1512.3881
87,1444.3356,98,1438.8447
90,1551.3376,97,1537.9937
97,1504.3146,90,1517.6586
95,1275.2621,107,1270.467
107,1576.2917,95,1581.0868
97,1650.9226,86,1651.9122
86,1278.7266,97,1277.7369
96,1497.6643,101,1490.5806
101,1595.8765,96,1602.9602
98,1468.8602,107,1466.2787
107,1653.3502,98,1655.9318
95,1454.2366,94,1461.5797
94,1556.0927,95,1548.7495
102,1535.7676,113,1516.5198
113,1450.2048,102,1469.4526
111,1587.3116,96,1589.7649
96,1335.7511,111,1333.2979
111,1461.5797,117,1458.6808
117,1581.0868,111,1583.9857
96,1341.0472,98,1339.3176
98,1469.4526,96,1471.1823
109,1551.928,99,1561.8114
99,1438.8447,109,1428.9613
111,1512.5479,119,1502.6945
119,1589.7649,111,1599.6183
111,1651.9122,106,1654.8601
106,1554.1246,111,1551.1768
138,1485.2679,127,1488.4872
127,1318.7146,138,1315.4954
109,1548.7495,111,1544.6343
111,1490.5806,109,1494.6958
105,1537.9937,96,1542.1115
96,1242.1589,105,1238.0411
101,1517.6586,107,1514.2101
107,1602.9602,101,1606.4087
113,1512.3881,106,1518.2906
106,1524.0881,113,1518.1855
120,1516.5198,101,1534.1847
101,1447.7234,120,1430.0585
90,1339.3176,99,1333.1643
99,1551.1768,90,1557.3301
89,1514.2101,92,1509.7322
92,1471.1823,89,1475.6602
90,1428.9613,101,1423.7616
101,1502.6945,90,1507.8942
144,1494.6958,105,1511.8898
105,1488.4872,144,1471.2932
111,1655.9318,91,1657.9075
91,1333.2979,111,1331.3221
106,1583.9857,109,1580.6173
109,1606.4087,106,1609.7771
108,1270.467,118,1269.2626
118,1599.6183,108,1600.8228
105,1518.2906,101,1521.6085
101,1466.2787,105,1462.9608
111,1238.0411,105,1255.0533
105,1430.0585,111,1413.0463
98,1269.2626,106,1266.9188
106,1458.6808,98,1461.0245
134,1544.6343,126,1548.9299
126,1471.2932,134,1466.9976
115,1507.8942,120,1504.1566
120,1557.3301,115,1561.0676
91,1518.1855,108,1498.5886
108,1331.3221,91,1350.9191
108,1600.8228,88,1612.8846
88,1423.7616,108,1411.6997
98,1475.6602,107,1468.801
107,1462.9608,98,1469.8199
90,1521.6085,100,1518.0442
100,1657.9075,90,1661.4718
111,1511.8898,121,1495.0032
121,1255.0533,111,1271.9399
106,1413.0463,115,1404.0208
115,1333.1643,106,1342.1898
111,1315.4954,133,1305.1465
133,1542.1115,111,1552.4603
112,1534.1847,108,1540.9977
108,1654.8601,112,1648.0471
97,1609.7771,101,1603.4517
101,1509.7322,97,1516.0576
88,1498.5886,95,1494.407
95,1561.8114,88,1565.993
107,1466.9976,132,1459.589
132,1580.6173,107,1588.0259
108,1504.1566,110,1492.5834
110,1266.9188,108,1278.4921
105,1461.0245,95,1469.8223
95,1518.0442,105,1509.2465
113,1612.8846,96,1614.5256
96,1277.7369,113,1276.0959
115,1548.9299,112,1553.6329
112,1404.0208,115,1399.3177
84,1494.407,92,1485.1135
92,1588.0259,84,1597.3193
104,1495.0032,109,1491.4064
109,1552.4603,104,1556.0571
103,1603.4517,117,1585.9884
117,1411.6997,103,1429.163
125,1648.0471,118,1650.2302
118,1459.589,125,1457.4059
95,1271.9399,102,1267.8752
102,1540.9977,95,1545.0624
102,1661.4718,103,1657.3126
103,1553.6329,102,1557.7921
120,1305.1465,105,1315.6669
105,1342.1898,120,1331.6694
104,1516.0576,101,1519.0576
101,1468.801,104,1465.801
116,1565.993,93,1568.6697
93,1278.4921,116,1275.8154
96,1465.801,105,1458.2079
105,1429.163,96,1436.7561
99,1519.0576,126,1503.9132
126,1492.5834,99,1507.7278
127,1469.8199,107,1477.6785
107,1399.3177,127,1391.4592
97,1469.8223,95,1471.0404
95,1276.0959,97,1274.8778
108,1545.0624,98,1547.4082
98,1331.6694,108,1329.3236
117,1614.5256,98,1620.9006
98,1509.2465,117,1502.8716
94,1568.6697,81,1576.2114
81,1350.9191,94,1343.3773
120,1457.4059,115,1470.0958
115,1556.0571,120,1543.3672
117,1597.3193,109,1603.0725
109,1585.9884,117,1580.2352
107,1657.3126,97,1671.4523
97,1650.2302,107,1636.0906
101,1267.8752,127,1264.995
127,1557.7921,101,1560.6724
100,1275.8154,115,1273.7947
115,1561.0676,100,1563.0884
104,1507.7278,116,1498.8973
116,1477.6785,104,1486.5089
103,1315.6669,126,1308.3788
126,1620.9006,103,1628.1887
104,1471.0404,136,1445.7407
136,1343.3773,104,1368.677
115,1391.4592,124,1387.6752
124,1503.9132,115,1507.6973
101,1273.7947,106,1269.3351
106,1485.1135,101,1489.5731
107,1636.0906,95,1650.7271
95,1603.0725,107,1588.436
88,1458.2079,103,1444.2051
103,1547.4082,88,1561.411
105,1387.6752,129,1377.7683
129,1436.7561,105,1446.663
102,1274.8778,109,1272.7743
109,1470.0958,102,1472.1993
99,1264.995,118,1260.2889
118,1628.1887,99,1632.8948
118,1671.4523,97,1688.9512
97,1580.2352,118,1562.7363
119,1563.0884,90,1577.1565
90,1560.6724,119,1546.6042
102,1576.2114,94,1580.1725
94,1486.5089,102,1482.5479
86,1444.2051,103,1436.2742
103,1489.5731,86,1497.504
116,1543.3672,95,1545.9431
95,1260.2889,116,1257.713
120,1688.9512,111,1695.51
111,1491.4064,120,1484.8475
125,1561.411,103,1564.575
103,1308.3788,125,1305.2148
129,1368.677,99,1390.826
99,1472.1993,129,1450.0503
98,1445.7407,106,1441.2
106,1507.6973,98,1512.238
119,1546.6042,112,1556.8279
112,1502.8716,119,1492.6479
124,1632.8948,97,1638.9142
97,1269.3351,124,1263.3157
101,1441.2,102,1438.9695
102,1482.5479,101,1484.7783
117,1305.2148,112,1315.7059
112,1329.3236,117,1318.8325
89,1562.7363,115,1550.5825
115,1580.1725,89,1592.3263
98,1545.9431,99,1540.8397
99,1377.7683,98,1382.8717
106,1446.663,93,1452.9742
93,1390.826,106,1384.5148
107,1650.7271,103,1654.7258
103,1638.9142,107,1634.9154
114,1450.0503,102,1459.354
102,1492.6479,114,1483.3442
105,1257.713,115,1255.5411
115,1484.8475,105,1487.0194
91,1556.8279,100,1553.5262
100,1695.51,91,1698.8116
84,1272.7743,85,1269.623
85,1436.2742,84,1439.4254
120,1564.575,109,1572.7153
109,1588.436,120,1580.2957
103,1512.238,109,1508.4259
109,1577.1565,103,1580.9686
85,1263.3157,92,1255.5474
92,1384.5148,85,1392.2831
107,1318.8325,110,1317.87
110,1580.2957,107,1581.2582
96,1498.8973,110,1483.6699
110,1550.5825,96,1565.8099
92,1484.7783,99,1471.9681
99,1452.9742,92,1465.7844
84,1487.0194,91,1473.6554
91,1439.4254,84,1452.7894
115,1438.9695,118,1434.2113
118,1580.9686,115,1585.7268
85,1654.7258,83,1656.0031
83,1269.623,85,1268.3458
96,1315.7059,114,1304.7156
114,1497.504,96,1508.4944
101,1382.8717,125,1378.0758
125,1572.7153,101,1577.5112
98,1508.4259,109,1500.2433
109,1483.3442,98,1491.5269
144,1592.3263,96,1609.6241
96,1553.5262,144,1536.2284
118,1634.9154,126,1626.033
126,1540.8397,118,1549.7222
111,1508.4944,121,1503.5706
121,1581.2582,111,1586.182
108,1465.7844,88,1471.0758
88,1317.87,108,1312.5786
84,1698.8116,86,1688.0457
86,1500.2433,84,1511.0093
109,1268.3458,91,1284.9418
91,1392.2831,109,1375.6871
112,1656.0031,95,1667.9553
95,1503.5706,112,1491.6183
121,1434.2113,104,1457.8618
104,1688.0457,121,1664.3951
94,1255.5411,106,1247.6903
106,1452.7894,94,1460.6403
109,1536.2284,102,1538.7688
102,1375.6871,109,1373.1467
129,1304.7156,111,1323.9923
111,1473.6554,129,1454.3787
95,1312.5786,120,1310.1379
120,1626.033,95,1628.4736
122,1585.7268,98,1599.4957
98,1609.6241,122,1595.8552
91,1565.8099,97,1560.2805
97,1549.7222,91,1555.2516
98,1471.0758,91,1476.7054
91,1471.9681,98,1466.3385
133,1667.9553,109,1670.6761
109,1378.0758,133,1375.355
130,1599.4957,135,1591.3885
135,1459.354,130,1467.4612
108,1454.3787,112,1448.582
112,1577.5112,108,1583.3079
82,1491.5269,110,1462.0255
110,1284.9418,82,1314.4431
129,1511.0093,95,1515.2791
95,1255.5474,129,1251.2776
101,1457.8618,120,1452.4803
120,1595.8552,101,1601.2367
112,1310.1379,123,1307.038
123,1483.6699,112,1486.7699
112,1586.182,139,1564.4209
139,1466.3385,112,1488.0996
129,1538.7688,111,1542.1852
111,1323.9923,129,1320.5759
89,1373.1467,96,1370.9476
96,1560.2805,89,1562.4796
102,1628.4736,90,1632.4586
90,1491.6183,102,1487.6333
107,1251.2776,118,1245.8248
118,1515.2791,107,1520.7318
109,1307.038,128,1302.2614
128,1467.4612,109,1472.2378
87,1462.0255,86,1467.4282
86,1448.582,87,1443.1793
112,1664.3951,106,1666.5342
106,1487.6333,112,1485.4943
126,1247.6903,91,1282.2299
91,1452.4803,126,1417.9408
116,1314.4431,105,1331.6232
105,1555.2516,116,1538.0715
119,1583.3079,109,1589.0405
109,1542.1852,119,1536.4525
105,1601.2367,92,1605.712
92,1476.7054,105,1472.2301
108,1375.355,99,1381.7173
99,1370.9476,108,1364.5853
105,1670.6761,100,1675.1615
100,1460.6403,105,1456.1549
98,1443.1793,112,1438.3525
112,1562.4796,98,1567.3064
113,1417.9408,110,1423.5857
110,1320.5759,113,1314.931
105,1488.0996,130,1481.7887
130,1632.4586,105,1638.7695
100,1472.2301,131,1463.8201
131,1591.3885,100,1599.7986
111,1564.4209,112,1561.1747
112,1520.7318,111,1523.978
94,1467.4282,92,1472.5168
92,1381.7173,94,1376.6287
89,1364.5853,121,1358.1315
121,1538.0715,89,1544.5254
113,1485.4943,125,1477.7819
125,1486.7699,113,1494.4823
83,1605.712,115,1594.6599
115,1675.1615,83,1686.2136
105,1302.2614,121,1300.9366
121,1666.5342,105,1667.8589
105,1589.0405,102,1595.6396
102,1536.4525,105,1529.8534
105,1472.2378,95,1481.1191
95,1331.6232,105,1322.7418
123,1599.7986,121,1603.6045
121,1638.7695,123,1634.9636
100,1245.8248,101,1243.4368
101,1472.5168,100,1474.9049
84,1423.5857,100,1415.5026
100,1456.1549,84,1464.238
116,1567.3064,107,1568.7688
107,1282.2299,116,1280.7675
89,1594.6599,114,1581.9363
114,1595.6396,89,1608.3633
135,1376.6287,129,1384.4896
129,1481.1191,135,1473.2582
119,1529.8534,106,1547.6414
106,1544.5254,119,1526.7374
138,1438.3525,130,1453.0997
130,1494.4823,138,1479.7351
105,1686.2136,96,1688.3107
96,1464.238,105,1462.141
108,1481.7887,101,1484.3496
101,1322.7418,108,1320.1809
118,1384.4896,100,1399.5122
100,1280.7675,118,1265.7449
117,1568.7688,110,1573.1439
110,1314.931,117,1310.5559
119,1603.6045,121,1598.1205
121,1667.8589,119,1673.3429
100,1463.8201,90,1473.9814
90,1358.1315,100,1347.9701
94,1477.7819,105,1471.8431
105,1523.978,94,1529.9167
125,1243.4368,146,1240.8641
146,1526.7374,125,1529.3101
103,1561.1747,121,1555.2451
121,1673.3429,103,1679.2725
108,1581.9363,101,1585.769
101,1300.9366,108,1297.1039
112,1608.3633,113,1600.451
113,1473.2582,112,1481.1704
124,1474.9049,128,1469.9033
128,1634.9636,124,1639.9652
94,1585.769,74,1591.1455
74,1240.8641,94,1235.4877
106,1462.141,82,1466.767
82,1265.7449,106,1261.1189
90,1473.9814,77,1477.8174
77,1320.1809,90,1316.345
98,1555.2451,123,1537.7649
123,1479.7351,98,1497.2153
110,1471.8431,108,1478.8147
108,1484.3496,110,1477.3781
101,1547.6414,104,1542.8578
104,1688.3107,101,1693.0942
122,1573.1439,118,1575.8718
118,1481.1704,122,1478.4425
101,1310.5559,99,1319.0902
99,1600.451,101,1591.9167
100,1529.9167,105,1517.8748
105,1453.0997,100,1465.1417
103,1399.5122,105,1393.1035
105,1415.5026,103,1421.9113
109,1478.8147,114,1471.7009
114,1575.8718,109,1582.9856
96,1517.8748,103,1511.2184
103,1477.8174,96,1484.4738
106,1693.0942,96,1695.6796
96,1497.2153,106,1494.63
107,1529.3101,94,1543.8047
94,1477.3781,107,1462.8834
128,1465.1417,105,1468.8699
105,1235.4877,128,1231.7595
96,1421.9113,118,1411.1484
118,1639.9652,96,1650.728
95,1261.1189,107,1255.7023
107,1537.7649,95,1543.1815
106,1347.9701,98,1355.3054
98,1393.1035,106,1385.7682
110,1598.1205,106,1603.8041
106,1469.9033,110,1464.2197
110,1591.1455,104,1592.3785
104,1316.345,110,1315.1119
133,1468.8699,131,1475.5516
131,1466.767,133,1460.0852
132,1603.8041,128,1614.5901
128,1679.2725,132,1668.4865
117,1494.63,127,1489.0868
127,1542.8578,117,1548.401
86,1231.7595,95,1227.3763
95,1315.1119,86,1319.4951
135,1319.0902,129,1330.6174
129,1543.1815,135,1531.6543
122,1591.9167,112,1593.39
112,1297.1039,122,1295.6306
114,1650.728,103,1656.3318
103,1592.3785,114,1586.7748
95,1511.2184,106,1497.3489
106,1543.8047,95,1557.6742
123,1330.6174,130,1327.7998
130,1471.7009,123,1474.5186
113,1478.4425,107,1481.7661
107,1385.7682,113,1382.4446
105,1582.9856,124,1565.9907
124,1462.8834,105,1479.8783
92,1295.6306,103,1287.2264
103,1464.2197,92,1472.6239
101,1668.4865,92,1672.2563
92,1355.3054,101,1351.5355
107,1489.0868,113,1476.3458
113,1227.3763,107,1240.1173
119,1531.6543,105,1533.6915
105,1255.7023,119,1253.665
101,1474.5186,109,1468.0724
109,1460.0852,101,1466.5314
118,1382.4446,112,1394.1198
112,1411.1484,118,1399.4733
105,1475.5516,111,1466.1609
111,1319.4951,105,1328.8859
100,1593.39,96,1595.7455
96,1472.6239,100,1470.2684
114,1481.7661,135,1477.0216
135,1656.3318,114,1661.0763
101,1557.6742,120,1549.5737
120,1614.5901,101,1622.6906
86,1586.7748,100,1574.4091
100,1497.3489,86,1509.7146
135,1484.4738,108,1490.7197
108,1327.7998,135,1321.5538
102,1479.8783,104,1473.7391
104,1509.7146,102,1515.8538
97,1695.6796,79,1698.6099
79,1253.665,97,1250.7347
117,1287.2264,126,1280.4213
126,1476.3458,117,1483.151
119,1565.9907,108,1570.5645
108,1466.5314,119,1461.9576
106,1351.5355,110,1350.1798
110,1574.4091,106,1575.7648
70,1240.1173,85,1232.2891
85,1470.2684,70,1478.0967
113,1477.0216,131,1466.1375
131,1661.0763,113,1671.9604
116,1672.2563,110,1675.1079
110,1549.5737,116,1546.7222
111,1533.6915,88,1559.9249
88,1548.401,111,1522.1676
108,1328.8859,98,1340.8025
98,1468.0724,108,1456.1558
109,1622.6906,110,1616.6174
110,1595.7455,109,1601.8186
97,1466.1609,116,1451.9403
116,1394.1198,97,1408.3403
102,1473.7391,107,1470.6145
107,1559.9249,102,1563.0496
96,1490.7197,87,1503.129
87,1461.9576,96,1449.5483
114,1483.151,109,1487.4971
109,1466.1375,114,1461.7914
94,1698.6099,85,1699.1641
85,1250.7347,94,1250.1805
97,1399.4733,99,1391.7633
99,1350.1798,97,1357.8898
102,1601.8186,115,1592.6758
115,1575.7648,102,1584.9076
107,1456.1558,110,1447.2697
110,1408.3403,107,1417.2264
94,1232.2891,104,1229.5344
104,1616.6174,94,1619.3721
102,1280.4213,110,1278.6718
110,1522.1676,102,1523.9171
97,1340.8025,92,1348.6289
92,1470.6145,97,1462.7881
117,1478.0967,102,1488.8995
102,1321.5538,117,1310.751
99,1546.7222,120,1540.5548
120,1671.9604,99,1678.1278
90,1391.7633,99,1384.2571
99,1357.8898,90,1365.396
114,1515.8538,115,1512.6466
115,1675.1079,114,1678.3151
121,1449.5483,109,1464.317
109,1619.3721,121,1604.6034
113,1678.3151,111,1681.6683
111,1487.4971,113,1484.1438
140,1699.1641,109,1700.9901
109,1310.751,140,1308.9249
96,1592.6758,95,1596.2705
95,1461.7914,96,1458.1967
123,1451.9403,96,1465.1671
96,1447.2697,123,1434.0428
85,1250.1805,92,1245.4805
92,1488.8995,85,1493.5996
93,1348.6289,95,1344.3174
95,1278.6718,93,1282.9833
103,1540.5548,116,1533.8887
116,1584.9076,103,1591.5737
116,1591.5737,102,1599.8719
102,1384.2571,116,1375.9589
109,1523.9171,97,1530.9808
97,1503.129,109,1496.0653
104,1678.1278,98,1681.1296
98,1365.396,104,1362.3942
119,1570.5645,110,1578.4779
110,1417.2264,119,1409.313
112,1434.0428,103,1450.2949
103,1700.9901,112,1684.738
104,1530.9808,100,1533.5814
100,1229.5344,104,1226.9338
113,1563.0496,102,1571.8159
102,1604.6034,113,1595.837
123,1464.317,96,1470.606
96,1308.9249,123,1302.636
121,1484.1438,112,1488.0115
112,1375.9589,121,1372.0912
111,1458.1967,123,1445.5007
123,1533.8887,111,1546.5846
91,1465.1671,102,1451.2233
102,1496.0653,91,1510.0092
122,1681.6683,116,1685.1151
116,1596.2705,122,1592.8237
121,1578.4779,128,1562.0847
128,1245.4805,121,1261.8737
115,1282.9833,125,1275.4305
125,1462.7881,115,1470.3408
105,1512.6466,95,1515.6516
95,1344.3174,105,1341.3124
97,1493.5996,85,1497.7045
85,1362.3942,97,1358.2893
104,1450.2949,96,1456.8986
96,1470.3408,104,1463.7372
99,1592.8237,126,1583.9231
126,1681.1296,99,1690.0303
141,1409.313,124,1415.178
124,1302.636,141,1296.771
102,1470.606,86,1473.2854
86,1226.9338,102,1224.2544
107,1488.0115,115,1477.5066
115,1546.5846,107,1557.0895
112,1595.837,117,1587.6072
117,1451.2233,112,1459.4531
107,1515.6516,106,1519.0703
106,1372.0912,107,1368.6725
103,1685.1151,104,1678.0553
104,1599.8719,103,1606.9318
113,1533.5814,108,1536.9377
108,1261.8737,113,1258.5173
82,1341.3124,87,1335.9437
87,1510.0092,82,1515.3778
106,1275.4305,107,1273.7253
107,1571.8159,106,1573.5211
98,1684.738,87,1694.8492
87,1562.0847,98,1551.9735
110,1497.7045,102,1502.4633
102,1445.5007,110,1440.7419
123,1456.8986,114,1459.2902
114,1258.5173,123,1256.1257
110,1296.771,129,1294.4244
129,1583.9231,110,1586.2697
96,1358.2893,105,1350.6144
105,1519.0703,96,1526.7452
96,1536.9377,106,1531.0818
106,1573.5211,96,1579.3771
102,1463.7372,106,1462.4429
106,1694.8492,102,1696.1436
113,1273.7253,118,1271.8716
118,1459.4531,113,1461.3069
103,1368.6725,99,1375.8027
99,1502.4633,103,1495.333
